x,y,t,pol
152,315,4907493871551,False
85,259,4907493879863,True
154,349,4907493898239,True
135,356,4907493906999,False
70,378,4907493931415,True
71,432,4907493985175,True
86,598,4907494042215,False
152,545,4907494042215,True
94,583,4907494042215,True
90,596,4907494042215,False
137,313,4907494111047,True
97,375,4907494111047,True
151,250,4907494122663,True
148,383,4907494159887,True
83,145,4907494176535,True
23,429,4907494194295,False
173,174,4907494213103,False
149,252,4907494247455,True
59,240,4907494309559,False
112,202,4907494419191,False
78,376,4907494422519,False
81,523,4907494424871,False
86,359,4907494546671,True
176,333,4907494548807,False
363,557,4907494548807,False
45,336,4907494572495,False
162,380,4907494607767,True
49,232,4907494616375,False
131,248,4907494680751,True
81,428,4907494752991,True
143,389,4907494753751,True
114,182,4907494847951,False
148,424,4907494888463,False
3,514,4907494896991,True
168,301,4907494896991,True
55,377,4907494896991,True
127,308,4907494896991,True
1,514,4907494897007,True
44,315,4907494906631,True
137,338,4907494916159,True
35,324,4907494920967,True
126,386,4907494920967,True
133,405,4907494985527,False
36,317,4907494992335,False
173,250,4907495037535,False
60,384,4907495064535,False
7,389,4907495096471,True
171,133,4907495104559,True
35,367,4907495143455,False
65,395,4907495201335,True
95,110,4907495232135,False
132,400,4907495238871,True
5,137,4907495275047,False
37,184,4907495275047,False
27,171,4907495275047,False
0,122,4907495275047,False
38,188,4907495275047,False
37,426,4907495275047,False
175,362,4907495278543,True
50,405,4907495279831,False
86,334,4907495358959,False
165,332,4907495385735,False
86,320,4907495385735,False
129,335,4907495385735,False
93,392,4907495385751,False
82,322,4907495406031,False
117,302,4907495509231,False
19,382,4907495509231,False
141,260,4907495509231,False
115,302,4907495509231,True
77,363,4907495509231,True
77,357,4907495509231,True
118,402,4907495509231,False
132,362,4907495509231,True
17,385,4907495509231,False
93,330,4907495509231,False
71,391,4907495509231,True
103,346,4907495509231,True
148,281,4907495509231,False
149,351,4907495509231,True
179,417,4907495509231,True
152,323,4907495509231,True
24,346,4907495509231,True
149,344,4907495509231,False
172,343,4907495509231,False
71,384,4907495509231,False
33,304,4907495509231,False
129,398,4907495509231,True
122,254,4907495509231,False
141,325,4907495509231,True
96,312,4907495509231,True
29,347,4907495509231,False
27,305,4907495509231,True
105,280,4907495509231,True
116,355,4907495509231,False
42,305,4907495509231,True
22,344,4907495509231,False
88,377,4907495509231,False
85,384,4907495509231,False
34,290,4907495509231,False
109,344,4907495509231,True
30,423,4907495509231,False
80,401,4907495509231,False
78,330,4907495509231,False
102,359,4907495509231,True
122,353,4907495509231,False
66,336,4907495524343,True
1,513,4907495559263,True
6,515,4907495559263,False
77,392,4907495559263,True
42,343,4907495559263,True
85,321,4907495559263,False
5,510,4907495559263,False
5,514,4907495559263,True
167,303,4907495559263,False
132,334,4907495559263,False
53,387,4907495559263,True
54,387,4907495559263,True
104,347,4907495697831,True
128,430,4907495701967,True
126,432,4907495781487,False
70,289,4907495878383,False
126,300,4907495901295,True
47,335,4907495951911,True
79,387,4907495951911,True
33,255,4907495958439,True
30,432,4907495981647,True
143,355,4907495981647,True
137,256,4907495990511,True
132,317,4907496036159,True
72,391,4907496036615,True
31,387,4907496036615,True
145,351,4907496036615,True
114,300,4907496036615,True
209,338,4907496052351,False
100,287,4907496060895,False
154,292,4907496069999,False
78,322,4907496092503,True
84,386,4907496121863,True
84,387,4907496138135,True
98,405,4907496164303,False
33,308,4907496164303,False
81,364,4907496171095,False
122,362,4907496171095,False
34,388,4907496171095,False
44,338,4907496171095,False
30,340,4907496171095,False
29,306,4907496192079,True
108,414,4907496242847,False
87,382,4907496242847,False
136,316,4907496242847,False
102,415,4907496242847,False
83,397,4907496242847,False
156,255,4907496296687,False
52,405,4907496309295,True
84,403,4907496309295,True
98,315,4907496309295,True
71,392,4907496309295,True
140,354,4907496309295,True
77,142,4907496323703,True
82,163,4907496342775,False
202,375,4907496349439,True
94,161,4907496368839,False
106,395,4907496421623,False
144,346,4907496450655,False
104,259,4907496517615,False
158,416,4907496533047,False
172,320,4907496594759,False
64,302,4907496605223,True
93,268,4907496610863,False
88,380,4907496610863,False
133,442,4907496687087,False
2,361,4907496707847,False
54,348,4907496724479,True
158,315,4907496813495,False
110,386,4907496850399,False
103,398,4907496861399,False
149,410,4907496873951,False
117,297,4907496875687,False
23,340,4907496880359,False
107,324,4907496904079,True
222,292,4907496939039,True
86,350,4907496954591,False
98,373,4907496954591,False
172,249,4907497102007,False
84,64,4907497104855,False
65,221,4907497160975,False
192,363,4907497211191,False
139,272,4907497216815,False
119,243,4907497268895,True
50,387,4907497306911,False
49,405,4907497306911,False
10,323,4907497360983,True
89,382,4907497387919,False
185,389,4907497497623,True
136,355,4907497519703,False
187,308,4907497535007,True
59,333,4907497546919,False
78,350,4907497550287,True
94,102,4907497638767,False
15,295,4907497676663,False
47,286,4907497712647,False
361,564,4907497729159,True
93,386,4907497738823,False
1,512,4907497738823,False
84,401,4907497738823,False
136,312,4907497778431,False
100,394,4907497778431,False
136,357,4907497778431,False
137,357,4907497778431,False
104,391,4907497778431,False
128,302,4907497778431,False
115,402,4907497778431,False
116,371,4907497787591,True
29,329,4907497845263,False
193,378,4907497913375,True
101,192,4907497926271,True
81,429,4907497980359,True
101,67,4907498005559,False
135,357,4907498033319,False
33,343,4907498040751,False
104,393,4907498087191,False
129,317,4907498154175,True
127,350,4907498154175,True
11,513,4907498154175,False
131,397,4907498154175,True
185,386,4907498154175,True
126,316,4907498154175,False
100,315,4907498154175,True
104,346,4907498154175,True
10,511,4907498154175,True
122,388,4907498154175,False
183,384,4907498154191,False
96,397,4907498154191,False
174,337,4907498197743,True
105,409,4907498205935,False
171,308,4907498234319,False
108,324,4907498284479,True
100,369,4907498284599,True
8,389,4907498309055,True
140,183,4907498326855,True
67,449,4907498377927,False
87,389,4907498425599,True
88,386,4907498425599,True
170,306,4907498425655,True
128,314,4907498452119,False
15,283,4907498452119,False
131,314,4907498452119,False
362,558,4907498452119,False
94,392,4907498452119,False
147,401,4907498452119,False
76,391,4907498452143,False
45,350,4907498452143,False
95,357,4907498452143,False
75,301,4907498452143,False
82,389,4907498452143,False
185,300,4907498483031,True
147,343,4907498507383,False
27,390,4907498507383,False
203,376,4907498677591,False
104,185,4907498779159,False
152,273,4907498814511,True
124,303,4907498845431,True
137,354,4907498876311,False
4,512,4907498876311,False
116,402,4907498888135,True
34,244,4907498929383,False
144,351,4907498940055,False
6,509,4907498964327,False
22,306,4907499026615,False
167,140,4907499045223,False
142,344,4907499048463,True
154,392,4907499050847,True
138,368,4907499084431,True
159,416,4907499116319,False
128,357,4907499142103,False
102,366,4907499170687,False
142,351,4907499179367,False
99,590,4907499189063,False
98,589,4907499189063,False
158,529,4907499189063,False
100,590,4907499189063,False
154,521,4907499189063,False
111,565,4907499189063,False
99,591,4907499189063,False
101,558,4907499189063,False
91,589,4907499189063,False
224,599,4907499189063,False
92,588,4907499189063,False
170,479,4907499189063,False
97,587,4907499189063,True
157,522,4907499189063,False
107,557,4907499189063,True
100,592,4907499189063,False
102,586,4907499189063,False
101,586,4907499189063,False
97,557,4907499189063,False
108,584,4907499189063,False
119,570,4907499189063,False
154,530,4907499189063,True
94,570,4907499189063,False
93,557,4907499189063,False
153,534,4907499189063,False
57,584,4907499189063,False
83,593,4907499189063,False
87,593,4907499189063,False
56,584,4907499189063,True
0,438,4907499189063,False
150,559,4907499189063,False
90,580,4907499189063,False
109,555,4907499189063,True
93,560,4907499189063,False
99,555,4907499189063,True
140,535,4907499189063,True
137,536,4907499189063,False
109,566,4907499189063,False
100,554,4907499189063,False
143,541,4907499189063,False
87,595,4907499189063,False
116,566,4907499189063,False
70,579,4907499189063,False
99,578,4907499189063,True
119,543,4907499189063,False
71,596,4907499189063,True
95,560,4907499189063,False
80,596,4907499189063,True
85,572,4907499189063,False
85,596,4907499189063,True
117,545,4907499189063,False
115,567,4907499189063,False
95,561,4907499189063,False
98,578,4907499189063,False
92,568,4907499189063,False
165,596,4907499189063,False
81,578,4907499189063,False
171,596,4907499189063,False
119,547,4907499189063,False
98,577,4907499189063,False
83,597,4907499189063,False
226,597,4907499189063,False
112,548,4907499189063,False
118,568,4907499189063,False
99,561,4907499189063,True
132,561,4907499189063,False
117,549,4907499189063,False
106,550,4907499189063,False
102,551,4907499189063,False
124,551,4907499189063,False
117,575,4907499189063,False
83,575,4907499189063,False
119,569,4907499189063,True
112,552,4907499189063,True
97,573,4907499189063,False
114,552,4907499189063,True
118,552,4907499189063,False
78,334,4907499192071,False
79,238,4907499202167,False
184,364,4907499289599,False
361,562,4907499293031,False
32,348,4907499293031,False
46,335,4907499293031,False
5,511,4907499293031,True
184,323,4907499293031,True
39,340,4907499293031,False
188,365,4907499293031,True
77,391,4907499293031,False
361,563,4907499293031,False
2,512,4907499293031,False
175,334,4907499293031,False
99,374,4907499293031,True
81,375,4907499293031,False
4,514,4907499293031,False
53,378,4907499293031,False
183,323,4907499293031,True
75,433,4907499293031,False
0,512,4907499293031,False
168,303,4907499293031,True
97,392,4907499293031,True
72,438,4907499294503,False
196,328,4907499306983,True
70,141,4907499309071,False
83,135,4907499312655,False
65,466,4907499321975,False
168,149,4907499333607,True
152,401,4907499341191,True
126,366,4907499360839,False
143,350,4907499374143,False
100,365,4907499427167,False
29,325,4907499427167,False
50,334,4907499448239,True
91,314,4907499448239,True
131,337,4907499448239,True
146,384,4907499448239,True
31,350,4907499448239,True
17,266,4907499465551,False
103,325,4907499468487,False
20,276,4907499484591,False
35,430,4907499487159,False
361,565,4907499547223,True
104,404,4907499552495,True
112,264,4907499556447,False
132,172,4907499596415,False
171,323,4907499605063,True
142,267,4907499626119,True
135,118,4907499670775,True
142,346,4907499737527,True
79,249,4907499811719,False
173,347,4907499822815,True
122,194,4907499826343,False
158,297,4907499882159,True
123,107,4907499923447,True
88,264,4907499930815,True
79,303,4907500002415,False
105,309,4907500011871,False
4,303,4907500013599,False
362,562,4907500043399,False
108,326,4907500043423,True
104,433,4907500076439,False
164,255,4907500107047,False
167,388,4907500126167,False
116,177,4907500207095,True
84,240,4907500237079,False
101,364,4907500242359,False
165,337,4907500248663,True
31,426,4907500265391,True
28,388,4907500350359,True
103,324,4907500418895,False
125,431,4907500421207,False
135,341,4907500454591,False
40,340,4907500454591,False
99,405,4907500454615,True
93,383,4907500454615,True
146,385,4907500454615,True
87,323,4907500454615,True
38,288,4907500534279,False
34,308,4907500559431,True
50,386,4907500559431,True
123,413,4907500588527,True
105,249,4907500596615,True
113,180,4907500699559,True
60,394,4907500787135,True
124,364,4907500809519,True
172,289,4907500864199,True
115,316,4907500872743,True
30,302,4907500872767,True
46,350,4907501068591,True
81,153,4907501113711,True
58,381,4907501160783,True
151,342,4907501253791,True
17,294,4907501332343,False
35,303,4907501335239,False
208,310,4907501341983,False
160,174,4907501369807,False
88,319,4907501380407,False
88,371,4907501380407,False
141,337,4907501380407,False
119,298,4907501380407,False
170,341,4907501419927,True
163,303,4907501457751,True
33,349,4907501487991,False
33,386,4907501520567,False
42,345,4907501574311,False
101,391,4907501577807,False
112,425,4907501584799,True
144,566,4907501653183,False
101,560,4907501653183,False
89,592,4907501653183,False
102,590,4907501653183,False
149,556,4907501653183,False
93,584,4907501653183,False
97,589,4907501653183,False
122,499,4907501664135,True
159,488,4907501664135,True
76,326,4907501668047,False
136,345,4907501723607,False
14,287,4907501723607,False
25,315,4907501723695,False
27,348,4907501766567,True
36,408,4907501787391,False
136,406,4907501818535,False
5,475,4907501819871,False
92,369,4907501829487,True
107,325,4907501841167,True
107,327,4907501841167,True
79,388,4907501841167,True
139,354,4907501841167,True
2,514,4907501841167,True
133,378,4907501841167,True
84,329,4907501905319,False
26,348,4907501911439,False
158,314,4907501913887,True
79,298,4907501913887,True
28,375,4907501913943,True
99,379,4907501921775,False
144,348,4907501977591,False
196,383,4907502001479,True
66,394,4907502017671,False
65,392,4907502017671,False
88,178,4907502036815,True
94,385,4907502047343,False
103,369,4907502047343,False
181,325,4907502047343,False
150,317,4907502062095,True
131,398,4907502130367,True
64,383,4907502134295,True
86,409,4907502151327,True
4,511,4907502191455,False
62,364,4907502192663,False
13,407,4907502241303,False
189,365,4907502346159,True
115,405,4907502346159,True
77,237,4907502351031,False
133,342,4907502363639,True
135,351,4907502363639,True
29,312,4907502363639,True
80,395,4907502363639,True
91,356,4907502377919,True
133,405,4907502393903,False
164,223,4907502475343,False
52,384,4907502488039,False
131,241,4907502511271,False
5,316,4907502531487,False
41,341,4907502562767,False
367,553,4907502562791,True
171,321,4907502562791,True
165,333,4907502562791,True
54,378,4907502562791,True
67,384,4907502629647,True
119,317,4907502629647,True
134,334,4907502629647,True
43,347,4907502629647,True
104,358,4907502629647,True
135,334,4907502629647,True
100,396,4907502637415,False
121,250,4907502641887,False
157,273,4907502642199,False
77,394,4907502651783,True
36,286,4907502658823,False
206,338,4907502691199,False
5,315,4907502712967,False
119,80,4907502741895,True
140,360,4907502750951,False
92,356,4907502777519,True
24,394,4907502795319,False
27,330,4907502795319,False
114,417,4907502800623,True
52,388,4907502800623,True
195,287,4907502810975,True
31,331,4907502960375,True
165,325,4907502980991,False
165,254,4907503084895,False
160,336,4907503102967,True
42,314,4907503102967,True
181,415,4907503122311,False
15,306,4907503122311,True
173,355,4907503122311,False
42,297,4907503122311,False
135,403,4907503122311,True
91,447,4907503122311,False
127,395,4907503122311,True
167,308,4907503122311,True
137,385,4907503122311,False
119,328,4907503122311,False
84,365,4907503122311,False
154,383,4907503122311,True
124,382,4907503122311,True
14,378,4907503183239,False
176,333,4907503191279,False
363,557,4907503191279,False
32,389,4907503208327,True
135,356,4907503233647,False
168,344,4907503247351,False
116,354,4907503247351,False
113,129,4907503259775,True
130,363,4907503278367,False
104,396,4907503298959,True
120,241,4907503307183,True
147,281,4907503362591,True
152,352,4907503426023,False
95,394,4907503455783,True
144,349,4907503455783,True
18,383,4907503455783,True
89,411,4907503460455,True
137,343,4907503486199,True
132,347,4907503553351,True
50,385,4907503553351,True
43,336,4907503553351,True
50,333,4907503553351,True
29,305,4907503553351,True
131,334,4907503553351,True
148,352,4907503553351,True
148,318,4907503553351,True
130,315,4907503553351,True
131,349,4907503553351,True
158,298,4907503553351,True
88,323,4907503553375,False
90,323,4907503553375,False
129,312,4907503553375,False
94,388,4907503553375,False
101,396,4907503553375,False
11,511,4907503553375,False
120,315,4907503553375,False
136,348,4907503553375,False
122,310,4907503553375,False
133,359,4907503553375,True
94,314,4907503553375,False
137,342,4907503553375,False
38,293,4907503553375,False
133,347,4907503553375,False
85,322,4907503553375,False
148,384,4907503553375,True
116,316,4907503553375,False
88,356,4907503553375,False
121,339,4907503553375,False
165,327,4907503553375,False
38,341,4907503553375,False
124,352,4907503553375,False
116,298,4907503553375,True
118,317,4907503553375,True
170,321,4907503553375,False
127,313,4907503553375,True
13,346,4907503561991,True
45,336,4907503619215,False
99,395,4907503635207,True
127,214,4907503646351,False
47,352,4907503680391,True
112,334,4907503688487,False
159,319,4907503805063,False
59,389,4907503821551,False
29,286,4907503860055,False
173,245,4907503870063,True
86,359,4907503873327,True
147,384,4907503937807,True
136,342,4907503937807,True
128,309,4907503937807,True
117,316,4907503937807,True
96,314,4907503937807,True
140,382,4907503960063,True
3,400,4907503976359,True
62,128,4907504000423,True
131,248,4907504007407,True
107,363,4907504022375,False
120,345,4907504024263,True
28,335,4907504024263,True
42,338,4907504024263,True
30,349,4907504024263,True
131,400,4907504024351,True
94,354,4907504032879,True
137,541,4907504094399,False
225,596,4907504094399,False
112,558,4907504094399,False
115,568,4907504094399,False
114,579,4907504094399,False
138,567,4907504094399,False
352,101,4907504118895,True
151,276,4907504177047,False
102,372,4907504199791,False
71,333,4907504207983,False
47,368,4907504246095,True
56,400,4907504246879,True
82,322,4907504257319,False
144,346,4907504258079,False
152,351,4907504281071,False
26,309,4907504358183,False
41,346,4907504358183,True
189,435,4907504358183,True
72,384,4907504358183,False
153,382,4907504358183,False
128,315,4907504358183,False
93,388,4907504358183,True
178,417,4907504358183,False
35,307,4907504358183,False
58,325,4907504358183,False
95,324,4907504358183,False
149,399,4907504445119,False
158,177,4907504514727,False
4,332,4907504531231,True
50,405,4907504606479,False
24,348,4907504633527,False
175,384,4907504633527,False
10,471,4907504739175,True
100,557,4907504739175,True
100,579,4907504739175,True
71,581,4907504739175,True
148,200,4907504757919,True
163,215,4907504804991,False
172,320,4907504812367,False
10,294,4907504938167,False
126,396,4907504970175,True
60,392,4907504995231,True
121,412,4907505025039,False
191,436,4907505070719,True
163,452,4907505070719,True
61,280,4907505105767,False
159,415,4907505120215,False
150,344,4907505135063,False
21,388,4907505148511,True
187,368,4907505224287,False
135,423,4907505238175,False
26,340,4907505238783,False
125,302,4907505277807,False
47,335,4907505278559,True
79,387,4907505278559,True
41,315,4907505284335,True
151,352,4907505310071,True
107,324,4907505329391,True
10,402,4907505410999,True
149,358,4907505464727,True
48,342,4907505464727,True
131,312,4907505464727,True
33,308,4907505490959,False
98,405,4907505490959,False
146,257,4907505516887,True
47,346,4907505602351,False
23,303,4907505602351,False
15,433,4907505604879,False
10,40,4907505604879,True
50,89,4907505604879,False
202,375,4907505676087,True
41,313,4907505710943,False
149,281,4907505752119,True
160,318,4907505814159,False
61,400,4907505837223,True
160,202,4907505925911,True
164,385,4907505934151,False
34,355,4907505966599,True
168,386,4907506072791,False
179,395,4907506080399,False
168,388,4907506122663,False
96,313,4907506157943,True
77,414,4907506162631,False
156,419,4907506214223,False
117,385,4907506217263,False
144,386,4907506217263,False
132,307,4907506223719,True
173,359,4907506223719,True
11,398,4907506225527,False
12,311,4907506244495,True
136,359,4907506321375,False
174,387,4907506337927,True
84,409,4907506354287,True
4,291,4907506354287,True
133,363,4907506392247,False
69,376,4907506392247,False
163,329,4907506392319,False
89,383,4907506392431,False
37,387,4907506405495,False
87,253,4907506405495,False
145,364,4907506424071,True
155,414,4907506426623,False
362,563,4907506430935,False
368,552,4907506430935,False
98,397,4907506479967,True
121,195,4907506543663,False
136,355,4907506566423,False
165,384,4907506623327,False
97,189,4907506726191,False
78,70,4907506765951,False
31,351,4907506775311,False
38,342,4907506775311,False
148,353,4907506775311,False
169,303,4907506775311,False
194,373,4907506782991,False
59,331,4907506784303,True
153,285,4907506812927,True
108,165,4907506822839,True
65,433,4907506845983,True
131,364,4907506950279,False
354,591,4907507005535,True
9,511,4907507039911,True
125,387,4907507039911,True
9,514,4907507039943,False
5,509,4907507039943,False
130,382,4907507039943,False
66,395,4907507039943,False
6,511,4907507039943,False
84,401,4907507065471,False
1,512,4907507065471,False
93,386,4907507065471,False
73,304,4907507069799,True
56,268,4907507073015,False
108,324,4907507135751,True
89,381,4907507213575,False
20,294,4907507291399,True
99,314,4907507315439,True
140,273,4907507354647,False
135,357,4907507359975,False
48,330,4907507386983,False
88,407,4907507401471,True
123,501,4907507444367,True
86,328,4907507473383,False
116,567,4907507477151,False
181,591,4907507477151,False
68,478,4907507506303,True
208,357,4907507580887,True
197,271,4907507628935,False
19,338,4907507718383,False
7,515,4907507725351,False
129,318,4907507725383,False
8,513,4907507725383,False
134,342,4907507725383,False
164,219,4907507774447,False
67,344,4907507800623,False
104,282,4907507800623,False
119,308,4907507800623,False
47,287,4907507800623,False
26,332,4907507800623,False
39,398,4907507800623,False
194,321,4907507808535,True
91,402,4907507837463,False
155,415,4907507949935,False
27,334,4907507964679,False
144,351,4907507986775,False
65,395,4907508024047,True
90,382,4907508098919,False
6,362,4907508134135,False
104,283,4907508162815,False
178,340,4907508169191,True
137,354,4907508202951,False
4,512,4907508202951,False
104,389,4907508207567,True
42,309,4907508283503,False
86,393,4907508319751,False
106,357,4907508354079,True
98,372,4907508354079,False
173,331,4907508354079,True
15,313,4907508354079,True
87,326,4907508354079,False
167,303,4907508381983,False
54,387,4907508381983,True
5,514,4907508381983,True
77,392,4907508381983,True
1,513,4907508381983,True
5,510,4907508381983,False
42,343,4907508381983,True
6,515,4907508381983,False
85,321,4907508381983,False
53,387,4907508381983,True
132,334,4907508381983,False
167,347,4907508443911,True
118,319,4907508443911,True
92,378,4907508443911,True
142,255,4907508482359,True
30,290,4907508520151,False
125,357,4907508520151,False
44,332,4907508520151,False
143,271,4907508520223,False
106,405,4907508520223,False
161,260,4907508546335,False
3,371,4907508552727,False
163,334,4907508559495,False
128,326,4907508560623,False
32,296,4907508574783,True
45,288,4907508619359,True
33,307,4907508678583,True
125,304,4907508687735,True
93,373,4907508692527,False
158,187,4907508704103,False
171,279,4907508857799,False
155,249,4907508857799,False
57,237,4907508857799,False
89,259,4907508857799,False
101,364,4907508884839,False
81,146,4907508914831,False
75,439,4907508970967,False
118,133,4907508973727,False
54,365,4907509042087,False
125,385,4907509050343,False
117,172,4907509052399,True
6,355,4907509060887,True
187,165,4907509061815,True
362,562,4907509090119,False
108,326,4907509090135,True
27,345,4907509182783,False
128,383,4907509182783,False
39,342,4907509182783,False
169,387,4907509182783,True
135,342,4907509182783,False
93,387,4907509182783,False
65,390,4907509182783,True
131,359,4907509182783,True
136,353,4907509182783,True
35,306,4907509182783,False
91,322,4907509182783,True
74,387,4907509182783,True
82,149,4907509205575,True
129,175,4907509222023,True
103,269,4907509257479,True
63,328,4907509299679,True
148,182,4907509324567,False
16,5,4907509391631,False
64,302,4907509427951,True
76,75,4907509448647,True
78,358,4907509457727,False
38,441,4907509472671,True
62,465,4907509528791,False
73,592,4907509534143,True
80,562,4907509534143,True
164,390,4907509589279,False
135,344,4907509589351,False
153,240,4907509686863,True
74,383,4907509699023,True
177,337,4907509725407,True
70,377,4907509741039,True
196,331,4907509742919,True
65,365,4907509744423,False
46,389,4907509760551,False
29,437,4907509760711,True
40,340,4907509781239,False
135,341,4907509781239,False
93,383,4907509781255,True
99,405,4907509781255,True
146,385,4907509781255,True
87,323,4907509781255,True
158,313,4907509795583,False
105,343,4907509795655,False
133,405,4907509802271,False
140,328,4907509847639,False
34,308,4907509886079,True
50,386,4907509886079,True
57,226,4907509903943,False
122,192,4907509926999,False
59,335,4907510006655,False
46,351,4907510006655,False
31,256,4907510030807,True
58,368,4907510036711,False
154,386,4907510085175,False
89,154,4907510088423,False
165,200,4907510105727,True
107,399,4907510123439,True
50,387,4907510129631,False
49,405,4907510129631,False
64,220,4907510138023,False
128,336,4907510197487,False
136,344,4907510197487,False
137,176,4907510219455,False
21,309,4907510315055,True
43,385,4907510330743,True
144,255,4907510339319,False
59,350,4907510344783,True
46,350,4907510395239,True
62,394,4907510400847,False
120,249,4907510429767,False
6,363,4907510449895,False
68,406,4907510449895,False
182,332,4907510453111,True
176,197,4907510484631,True
58,381,4907510487423,True
33,349,4907510534711,False
361,564,4907510551887,True
103,169,4907510590815,False
77,324,4907510601991,True
153,313,4907510601991,True
84,384,4907510601991,True
42,345,4907510621031,False
54,385,4907510653751,False
43,409,4907510686119,True
45,388,4907510686119,True
3,303,4907510723775,False
121,501,4907510724135,True
359,575,4907510759679,False
77,254,4907510759679,False
106,267,4907510759679,False
110,351,4907510759751,False
27,64,4907510767935,False
1,135,4907510786703,False
360,567,4907510786703,False
25,392,4907510786703,True
133,338,4907510786703,False
4,513,4907510786703,True
136,354,4907510786703,True
33,348,4907510786719,False
364,555,4907510786719,False
9,513,4907510786719,False
102,368,4907510881695,False
161,334,4907510952807,True
130,319,4907510952807,True
135,349,4907510952807,True
3,290,4907510952807,True
159,296,4907510952807,True
118,318,4907510952831,True
131,382,4907510952831,True
66,384,4907510952831,True
52,258,4907511002023,False
75,320,4907511058247,False
188,397,4907511078743,True
82,133,4907511105463,True
170,346,4907511163039,False
190,281,4907511168887,False
115,324,4907511173023,True
15,345,4907511188359,True
193,328,4907511226831,True
139,315,4907511235879,True
58,397,4907511250759,True
138,344,4907511250759,True
127,309,4907511250759,True
163,333,4907511250759,True
112,318,4907511250783,False
122,384,4907511250783,True
0,511,4907511250783,False
128,312,4907511250783,False
32,386,4907511250783,True
166,339,4907511250783,False
129,313,4907511250783,False
145,348,4907511250783,False
130,314,4907511250783,False
42,347,4907511250783,False
176,384,4907511285631,True
40,342,4907511285631,True
109,325,4907511285631,True
108,325,4907511285631,True
115,400,4907511285631,True
4,515,4907511285631,True
138,356,4907511285631,True
368,553,4907511285631,True
139,349,4907511285631,True
116,299,4907511285631,True
58,330,4907511285631,True
42,336,4907511285631,True
133,348,4907511285631,True
49,334,4907511285631,True
13,407,4907511288015,False
136,358,4907511317759,True
0,393,4907511320791,False
183,378,4907511404871,False
110,302,4907511453087,True
131,398,4907511457015,True
167,314,4907511599999,False
165,305,4907511612023,True
121,254,4907511612023,True
257,587,4907511619831,True
198,371,4907511626695,True
79,319,4907511649703,True
89,354,4907511655623,False
132,239,4907511659231,False
172,181,4907511668071,False
157,273,4907511688919,False
116,402,4907511710855,True
47,388,4907511757655,True
153,359,4907511757671,False
138,358,4907511759399,False
57,388,4907511759399,False
73,392,4907511759399,True
122,304,4907511759399,False
113,404,4907511759399,False
119,309,4907511759399,True
56,386,4907511759399,False
28,293,4907511759399,True
45,296,4907511759399,True
107,401,4907511759399,False
131,360,4907511759399,True
22,297,4907511759399,True
84,326,4907511759399,True
108,343,4907511759399,True
16,293,4907511759399,True
47,387,4907511759399,True
56,347,4907511759399,False
49,382,4907511759399,False
73,321,4907511759399,True
83,326,4907511759399,True
363,557,4907511833759,False
176,333,4907511833759,False
161,412,4907511843799,True
209,2,4907511853927,False
122,347,4907511859959,True
173,338,4907511862615,False
41,341,4907511889415,False
165,333,4907511889439,True
367,553,4907511889439,True
171,321,4907511889439,True
54,378,4907511889439,True
128,369,4907511895655,True
2,374,4907511906799,True
107,259,4907511906799,True
227,278,4907511937351,False
197,340,4907511946783,True
11,254,4907511953231,True
108,397,4907511963831,False
29,451,4907511966151,False
28,242,4907511971983,False
77,394,4907511978423,True
102,366,4907511993399,False
175,284,4907511994903,False
46,303,4907512013567,False
107,279,4907512018687,True
144,346,4907512065511,False
0,512,4907512115751,False
32,348,4907512115751,False
53,378,4907512115751,False
75,433,4907512115751,False
361,562,4907512115751,False
175,334,4907512115751,False
5,511,4907512115751,True
2,512,4907512115751,False
361,563,4907512115751,False
81,375,4907512115751,False
46,335,4907512115751,False
188,365,4907512115751,True
97,392,4907512115751,True
168,303,4907512115751,True
39,340,4907512115751,False
183,323,4907512115751,True
184,323,4907512115751,True
99,374,4907512115751,True
4,514,4907512115751,False
77,391,4907512115751,False
78,101,4907512172967,True
104,284,4907512204415,False
86,381,4907512253647,True
119,381,4907512278999,False
111,204,4907512285663,True
64,394,4907512314039,True
161,223,4907512316879,False
179,316,4907512356919,True
361,565,4907512369943,True
187,431,4907512394487,False
50,287,4907512399959,True
116,443,4907512401687,True
161,449,4907512425367,True
139,372,4907512496375,True
19,393,4907512497847,False
93,167,4907512527063,False
135,356,4907512560295,False
113,399,4907512563655,False
155,337,4907512563655,False
122,344,4907512563655,False
41,339,4907512563655,False
27,332,4907512563655,False
58,253,4907512589007,False
100,193,4907512590063,True
118,382,4907512618223,False
45,336,4907512665935,False
107,357,4907512668199,False
91,258,4907512709607,False
4,326,4907512710095,False
91,320,4907512710095,False
39,57,4907512726151,False
183,365,4907512731463,False
40,413,4907512757903,False
15,347,4907512757903,False
132,323,4907512757903,False
161,389,4907512757903,False
28,344,4907512757903,False
37,333,4907512757903,False
12,298,4907512757967,False
125,348,4907512757967,False
120,407,4907512903359,False
126,185,4907512919951,False
54,232,4907512936679,False
148,241,4907513021031,False
172,320,4907513029975,False
224,574,4907513098943,True
187,372,4907513104039,False
82,322,4907513108591,False
43,384,4907513144111,True
117,405,4907513144111,True
168,333,4907513144111,True
98,425,4907513151687,True
150,345,4907513179559,False
25,480,4907513185551,False
58,382,4907513185551,False
61,240,4907513185551,False
136,356,4907513187743,False
123,310,4907513187743,False
164,307,4907513187743,False
